cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-mn-crow_wing__commercial__commercial_tenant_improvement__building,MN,Crow Wing,commercial_tenant_improvement,building,Crow Wing,Crow Wing,local,True
us-mn-dakota__commercial__commercial_tenant_improvement__building,MN,Dakota,commercial_tenant_improvement,building,Dakota,Dakota,local,True
us-mn-douglas__commercial__commercial_tenant_improvement__building,MN,Douglas,commercial_tenant_improvement,building,Douglas,Douglas,local,True
us-mn-duluth__commercial__commercial_tenant_improvement__building,MN,Duluth,commercial_tenant_improvement,building,Duluth Construction Services & Inspections (CSI),Duluth Construction Services & Inspections (CSI),mixed,True
us-mn-eagan__commercial__commercial_tenant_improvement__building,MN,Eagan,commercial_tenant_improvement,building,Eagan Building Inspections Division,Eagan Building Inspections Division,mixed,True
us-mn-eden_prairie__commercial__commercial_tenant_improvement__building,MN,Eden Prairie,commercial_tenant_improvement,building,Eden Prairie Building Inspections Division,Eden Prairie Building Inspections Division,mixed,True
us-mn-edina__commercial__commercial_tenant_improvement__building,MN,Edina,commercial_tenant_improvement,building,City of Edina,City of Edina,local,True
us-mn-goodhue__commercial__commercial_tenant_improvement__building,MN,Goodhue,commercial_tenant_improvement,building,Goodhue official building/permit authority,Goodhue official building/permit authority,local,True
us-mn-hennepin__commercial__commercial_tenant_improvement__building,MN,Hennepin,commercial_tenant_improvement,building,Hennepin official building/permit authority,Hennepin official building/permit authority,local,True
us-mn-isanti__commercial__commercial_tenant_improvement__building,MN,Isanti,commercial_tenant_improvement,building,Isanti County Building Permits,Isanti County Building Permits,county_administered,True
us-mn-kandiyohi__commercial__commercial_tenant_improvement__building,MN,Kandiyohi,commercial_tenant_improvement,building,Kandiyohi,Kandiyohi,local,True
us-mn-lakeville__commercial__commercial_tenant_improvement__building,MN,Lakeville,commercial_tenant_improvement,building,Lakeville,Lakeville,local,True
us-mn-lyon__commercial__commercial_tenant_improvement__building,MN,Lyon,commercial_tenant_improvement,building,Lyon,Lyon,local,True
us-mn-mankato__commercial__commercial_tenant_improvement__building,MN,Mankato,commercial_tenant_improvement,building,Mankato Building Inspections,Mankato Building Inspections,mixed,True
us-mn-maple_grove__commercial__commercial_tenant_improvement__building,MN,Maple Grove,commercial_tenant_improvement,building,Maple Grove Building Inspection Services,Maple Grove Building Inspection Services,mixed,True
us-mn-maplewood__commercial__commercial_tenant_improvement__building,MN,Maplewood,commercial_tenant_improvement,building,City of Maplewood,City of Maplewood,local,True
us-mn-minneapolis__commercial__commercial_tenant_improvement__building,MN,Minneapolis,commercial_tenant_improvement,building,Minneapolis,Minneapolis,local,True
us-mn-minnetonka__commercial__commercial_tenant_improvement__building,MN,Minnetonka,commercial_tenant_improvement,building,Minnetonka Community Development / Permits,Minnetonka Community Development / Permits,mixed,True
us-mn-moorhead__commercial__commercial_tenant_improvement__building,MN,Moorhead,commercial_tenant_improvement,building,City of Moorhead,City of Moorhead,local,True
us-mn-mower__commercial__commercial_tenant_improvement__building,MN,Mower,commercial_tenant_improvement,occupancy,Mower,Mower,local,True
us-mn-olmsted__commercial__commercial_tenant_improvement__building,MN,Olmsted,commercial_tenant_improvement,building,Olmsted County Building Permits,Olmsted County Building Permits,county_administered,True
us-mn-olmsted__commercial__commercial_tenant_improvement__building,MN,Olmsted,commercial_tenant_improvement,zoning,Olmsted County Building Permits,Olmsted County Building Permits,county_administered,True
us-mn-plymouth__commercial__commercial_tenant_improvement__building,MN,Plymouth,commercial_tenant_improvement,building,Plymouth Building Inspection Division,Plymouth Building Inspection Division,mixed,True
us-mn-ramsey__commercial__commercial_tenant_improvement__building,MN,Ramsey,commercial_tenant_improvement,building,City of Ramsey Building Division,City of Ramsey Building Division,local,True
us-mn-rice__commercial__commercial_tenant_improvement__building,MN,Rice,commercial_tenant_improvement,building,Rice County Building Permits,Rice County Building Permits,county_administered,True
us-mn-rochester__commercial__commercial_tenant_improvement__building,MN,Rochester,commercial_tenant_improvement,building,Rochester Community Development Department / Building Safety,Rochester Community Development Department / Building Safety,mixed,True
us-mn-scott__commercial__commercial_tenant_improvement__building,MN,Scott,commercial_tenant_improvement,building,Scott County Building Permits,Scott County Building Permits,county_administered,True
us-mn-sherburne__commercial__commercial_tenant_improvement__building,MN,Sherburne,commercial_tenant_improvement,building,Sherburne County Building Permits,Sherburne County Building Permits with Minnesota DLI/state specialty permit routes as applicable,county_administered,True
us-mn-st_cloud__commercial__commercial_tenant_improvement__building,MN,St Cloud,commercial_tenant_improvement,building,City of St. Cloud,City of St. Cloud,local,True
us-mn-st_cloud__commercial__commercial_tenant_improvement__building,MN,St Cloud,commercial_tenant_improvement,fire,City of St. Cloud,City of St. Cloud,local,True
us-mn-st_louis__commercial__commercial_tenant_improvement__building,MN,St Louis,commercial_tenant_improvement,building,St Louis,St Louis,local,True
us-mn-st_paul__commercial__commercial_tenant_improvement__building,MN,St Paul,commercial_tenant_improvement,building,Saint Paul Department of Safety and Inspections (DSI),Saint Paul Department of Safety and Inspections (DSI),mixed,True
us-mn-stearns__commercial__commercial_tenant_improvement__building,MN,Stearns,commercial_tenant_improvement,building,Stearns County Building Permits,Stearns County Building Permits,local,True
us-mn-washington__commercial__commercial_tenant_improvement__building,MN,Washington,commercial_tenant_improvement,building,Property-specific city/township building official; Minnesota DLI for state projects; Washington County/township zoning per map jurisdiction,Property city/township building department for Washington County project location (verify in Minnesota DLI Local Code Lookup); Washington County Zoning Administrator/township for zoning,delegated_local_city_or_township_building_route_with_county_zoning_route,True
us-mn-winona__commercial__commercial_tenant_improvement__building,MN,Winona,commercial_tenant_improvement,building,Winona official building/permit authority,Winona official building/permit authority,local,True
us-mn-woodbury__commercial__commercial_tenant_improvement__building,MN,Woodbury,commercial_tenant_improvement,building,Woodbury,Woodbury,local,True
us-mn-wright__commercial__commercial_tenant_improvement__building,MN,Wright,commercial_tenant_improvement,building,Wright County Building Permits,Wright County Building Permits,county_administered,True
us-mn-wright__commercial__commercial_tenant_improvement__building,MN,Wright,commercial_tenant_improvement,fire,Wright County Building Permits,Wright County Building Permits,county_administered,True
us-mn-wright__commercial__commercial_tenant_improvement__building,MN,Wright,commercial_tenant_improvement,mechanical,Wright County Building Permits,Wright County Building Permits,county_administered,True
us-mn-wright__commercial__commercial_tenant_improvement__building,MN,Wright,commercial_tenant_improvement,plumbing,Wright County Building Permits,Wright County Building Permits,county_administered,True
us-mn-wright__commercial__commercial_tenant_improvement__building,MN,Wright,commercial_tenant_improvement,zoning,Wright County Building Permits,Wright County Building Permits,county_administered,True
us-mo-arnold__commercial__commercial_tenant_improvement__building,MO,Arnold,commercial_tenant_improvement,building,City of Arnold Building and Code Compliance,City of Arnold Building and Code Compliance,local,True
us-mo-ballwin__commercial__commercial_tenant_improvement__building,MO,Ballwin,commercial_tenant_improvement,building,City of Ballwin Building Division,City of Ballwin Building Division,local,True
us-mo-belton__commercial__commercial_tenant_improvement__building,MO,Belton,commercial_tenant_improvement,building,City of Belton Community Development,City of Belton Community Development,local,True
us-mo-blue_springs__commercial__commercial_tenant_improvement__building,MO,Blue Springs,commercial_tenant_improvement,building,City of Blue Springs Permit & Application Center / Building Permits,Blue Springs electronic/mail/drop-off permit submittal / Citizens Self Service Portal,local,True
us-mo-boone_county__commercial__commercial_tenant_improvement__building,MO,Boone County,commercial_tenant_improvement,building,Boone County Resource Management Inspections Division,Boone County Resource Management Inspections Division,local,True
us-mo-camden_county__commercial__commercial_tenant_improvement__building,MO,Camden County,commercial_tenant_improvement,building,Camden County Lake Area Planning and Zoning,Camden County Lake Area Planning and Zoning,local,True
